variable_name,label,code,frequency,weighted_frequency,percent
DV_PROXY,Y es,1,376,595685,1.9
DV_PROXY,No,2,19882,30159500,98.1
DV_PROXY,Valid skip,6,0,0,0
DV_PROXY,Don't know,7,0,0,0
DV_PROXY,Refusal,8,0,0,0
DV_PROXY,Not stated,9,0,0,0
AGEGR10,15 to 24 years,01,996,4444824,14.5
AGEGR10,25 to 34 years,02,2070,5175347,16.8
AGEGR10,35 to 44 years,03,2928,4926392,16.0
AGEGR10,45 to 54 years,04,3331,4892911,15.9
AGEGR10,55 to 64 years,05,4569,5121857,16.7
AGEGR10,65 to 74 years,06,3733,3650222,11.9
AGEGR10,75 years and over,07,2631,2543631,8.3
AGEGR10,Valid skip,96,0,0,0
AGEGR10,Don't know,97,0,0,0
AGEGR10,Refusal,98,0,0,0
AGEGR10,Not stated,99,0,0,0
SEX,Male,1,8835,15185228,49.4
SEX,Female,2,11423,15569957,50.6
SEX,Valid skip,6,0,0,0
SEX,Don't know,7,0,0,0
SEX,Refusal,8,0,0,0
SEX,Not stated,9,0,0,0
MARSTAT,Married,01,9900,14902311,48.5
MARSTAT,Living common law,02,2018,3895326,12.7
MARSTAT,Widowed,03,1951,1438553,4.7
MARSTAT,Separated,04,628,632656,2.1
MARSTAT,Divorced,05,1802,1530648,5.0
MARSTAT,"Single, never married",06,3925,8320155,27.1
MARSTAT,Valid skip,96,0,0,0
MARSTAT,Don't know,97,0,0,0
MARSTAT,Refusal,98,0,0,0
MARSTAT,Not stated,99,34,35536,0.1
PHSDFLG,Y es,1,11625,18462398,60.0
PHSDFLG,No,2,8633,12292787,40.0
PHSDFLG,Valid skip,6,0,0,0
PHSDFLG,Don't know,7,0,0,0
PHSDFLG,Refusal,8,0,0,0
PHSDFLG,Not stated,9,0,0,0
AGEPRGR0,15 to 24 years,01,105,302740,1.0
AGEPRGR0,25 to 34 years,02,1269,3029901,9.9
AGEPRGR0,35 to 44 years,03,1877,3615213,11.8
AGEPRGR0,45 to 54 years,04,2100,3692293,12.0
AGEPRGR0,55 to 64 years,05,2938,3826130,12.4
AGEPRGR0,65 to 74 years,06,2256,2617678,8.5
AGEPRGR0,75 years and over,07,1078,1371596,4.5
AGEPRGR0,Valid skip,96,8633,12292787,40.0
AGEPRGR0,Don't know,97,0,0,0
AGEPRGR0,Refusal,98,0,0,0
AGEPRGR0,Not stated,99,2,6847,0.0
SEXPR,Male spouse/partner in the household,1,6076,9076909,29.5
SEXPR,Female spouse/partner in the household,2,5549,9385489,30.5
SEXPR,Valid skip,6,8633,12292787,40.0
SEXPR,Don't know,7,0,0,0
SEXPR,Refusal,8,0,0,0
SEXPR,Not stated,9,0,0,0
PRTYPEGR,spouse in the ...,1,9576,14554564,47.3
PRTYPEGR,common-lawpartner in the ...,2,1889,3644273,11.8
PRTYPEGR,spouse/partner in the household,3,160,263561,0.9
PRTYPEGR,Valid skip,6,8633,12292787,40.0
PRTYPEGR,Don't know,7,0,0,0
PRTYPEGR,Refusal,8,0,0,0
PRTYPEGR,Not stated,9,0,0,0
AGECXRYG,0 to 4 years,01,1391,2889422,9.4
AGECXRYG,5 to 9 years,02,1100,1861330,6.1
AGECXRYG,10 to 14 years,03,994,1777044,5.8
AGECXRYG,15 to 19 years,04,711,1758841,5.7
AGECXRYG,20 to 24 years,05,638,1336947,4.3
AGECXRYG,25 years and older,06,1077,2039349,6.6
AGECXRYG,Valid skip,96,14347,19092251,62.1
AGECXRYG,Don't know,97,0,0,0
AGECXRYG,Refusal,98,0,0,0
AGECXRYG,Not stated,99,0,0,0
AGEHSDYC,0 to 84 years,00 - 84,19730,30319013,98.6
AGEHSDYC,85 years and over,85,528,436172,1.4
AGEHSDYC,Valid skip,96,0,0,0
AGEHSDYC,Don't know,97,0,0,0
AGEHSDYC,Refusal,98,0,0,0
AGEHSDYC,Not stated,99,0,0,0
CXRFLAG,Y es,1,5911,11662933,37.9
CXRFLAG,No,2,14347,19092251,62.1
CXRFLAG,Valid skip,6,0,0,0
CXRFLAG,Don't know,7,0,0,0
CXRFLAG,Refusal,8,0,0,0
CXRFLAG,Not stated,9,0,0,0
CHRNHSDC,None,0,14345,19089444,62.1
CHRNHSDC,One,1,2776,4645783,15.1
CHRNHSDC,Two,2,2295,4708098,15.3
CHRNHSDC,Three,3,675,1782828,5.8
CHRNHSDC,Four,4,120,370953,1.2
CHRNHSDC,Five or more children,5,47,158078,0.5
CHRNHSDC,Valid skip,6,0,0,0
CHRNHSDC,Don't know,7,0,0,0
CHRNHSDC,Refusal,8,0,0,0
CHRNHSDC,Not stated,9,0,0,0
CXRTIME6,No child under 19 years of age at home,01,16192,22772876,74.0
CXRTIME6,All children under 5 years of age,02,723,1532204,5.0
CXRTIME6,All children between 5 and 12 years of age,03,1074,1593301,5.2
CXRTIME6,All children 13 years of age and older,04,845,1993427,6.5
CXRTIME6,not all children,05,589,1298698,4.2
CXRTIME6,Other,06,835,1564678,5.1
CXRTIME6,Valid skip,96,0,0,0
CXRTIME6,Don't know,97,0,0,0
CXRTIME6,Refusal,98,0,0,0
CXRTIME6,Not stated,99,0,0,0
CHH0014C,None,0,16309,22452423,73.0
CHH0014C,One,1,1756,3742842,12.2
CHH0014C,Two,2,1640,3254710,10.6
CHH0014C,Three or more,3,553,1305210,4.2
CHH0014C,Valid skip,6,0,0,0
CHH0014C,Don't know,7,0,0,0
CHH0014C,Refusal,8,0,0,0
CHH0014C,Not stated,9,0,0,0
SENFLAG,Y es,1,7635,8803720,28.6
SENFLAG,No,2,12623,21951465,71.4
SENFLAG,Valid skip,6,0,0,0
SENFLAG,Don't know,7,0,0,0
SENFLAG,Refusal,8,0,0,0
SENFLAG,Not stated,9,0,0,0
LIVARR08,parents,01,281,785325,2.6
LIVARR08,parents,02,504,2807487,9.1
LIVARR08,only,03,155,633083,2.1
LIVARR08,only,04,57,221171,0.7
LIVARR08,parents,05,18526,24234886,78.8
LIVARR08,parents,06,259,1121276,3.6
LIVARR08,only,07,378,765856,2.5
LIVARR08,only,08,98,186100,0.6
LIVARR08,Valid skip,96,0,0,0
LIVARR08,Don't know,97,0,0,0
LIVARR08,Refusal,98,0,0,0
LIVARR08,Not stated,99,0,0,0
LIVARRSN,Living alone,1,2626,1557467,5.1
LIVARRSN,Living with spouse or partner only,2,2922,3170653,10.3
LIVARRSN,child(ren),3,249,645801,2.1
LIVARRSN,Living with child(ren) only,4,209,340500,1.1
LIVARRSN,Living with other(s),5,359,479681,1.6
LIVARRSN,Valid skip,6,13893,24561083,79.9
LIVARRSN,Don't know,7,0,0,0
LIVARRSN,Refusal,8,0,0,0
LIVARRSN,Not stated,9,0,0,0
HSDSIZEC,One person household,01,5555,4174449,13.6
HSDSIZEC,Two person household,02,8010,9672397,31.4
HSDSIZEC,Three person household,03,2917,5763519,18.7
HSDSIZEC,Four person household,04,2404,5851248,19.0
HSDSIZEC,Five person household,05,914,3106333,10.1
HSDSIZEC,Six or more person household,06,458,2187239,7.1
HSDSIZEC,Valid skip,96,0,0,0
HSDSIZEC,Don't know,97,0,0,0
HSDSIZEC,Refusal,98,0,0,0
HSDSIZEC,Not stated,99,0,0,0
MULTIGEN,Y es,1,465,1547807,5.0
MULTIGEN,No,2,19793,29207377,95.0
MULTIGEN,Valid skip,6,0,0,0
MULTIGEN,Don't know,7,0,0,0
MULTIGEN,Refusal,8,0,0,0
MULTIGEN,Not stated,9,0,0,0
LUC_RST,Larger urban population centres (CMA/CA),1,15858,25917880,84.3
LUC_RST,centres(non CMA/CA),2,3818,4710945,15.3
LUC_RST,Prince Edward Island,3,582,126360,0.4
LUC_RST,Valid skip,6,0,0,0
LUC_RST,Don't know,7,0,0,0
LUC_RST,Refusal,8,0,0,0
LUC_RST,Not stated,9,0,0,0
PRV,Newfoundland and Labrador,10,1070,446107,1.5
PRV,Prince Edward Island,11,582,126360,0.4
PRV,Nova Scotia,12,1394,815064,2.7
PRV,New Brunswick,13,1323,639138,2.1
PRV,Quebec,24,3309,7052561,22.9
PRV,Ontario,35,5449,12011853,39.1
PRV,Manitoba,46,1187,1081483,3.5
PRV,Saskatchewan,47,1391,933241,3.0
PRV,Alberta,48,1747,3528440,11.5
PRV,British Columbia,59,2806,4120938,13.4
PRV,Valid skip,96,0,0,0
PRV,Don't know,97,0,0,0
PRV,Refusal,98,0,0,0
PRV,Not stated,99,0,0,0
NLC_100C,None,0,5616,11012876,35.8
NLC_100C,One,1,2958,3877667,12.6
NLC_100C,Two,2,6456,8699223,28.3
NLC_100C,Three,3,3020,4231864,13.8
NLC_100C,Four,4,1250,1667388,5.4
NLC_100C,Five or more children,5,776,992588,3.2
NLC_100C,Valid skip,6,0,0,0
NLC_100C,Don't know,7,0,0,0
NLC_100C,Refusal,8,0,0,0
NLC_100C,Not stated,9,182,273578,0.9
LMAM_01,Y es,1,10243,17481681,56.8
LMAM_01,No,2,9971,13179714,42.9
LMAM_01,Valid skip,6,0,0,0
LMAM_01,Don't know,7,0,0,0
LMAM_01,Refusal,8,0,0,0
LMAM_01,Not stated,9,44,93790,0.3
LMAM_02,Y es,1,859,1241284,4.0
LMAM_02,No,2,9073,11889482,38.7
LMAM_02,Valid skip,6,10287,17575471,57.1
LMAM_02,Don't know,7,0,0,0
LMAM_02,Refusal,8,0,0,0
LMAM_02,Not stated,9,39,48947,0.2
LPY_01,Y es,1,1223,2391650,7.8
LPY_01,No,2,7793,9533858,31.0
LPY_01,Valid skip,6,11014,18623046,60.6
LPY_01,Don't know,7,0,0,0
LPY_01,Refusal,8,0,0,0
LPY_01,Not stated,9,228,206631,0.7
LPY_02GR,Looking for paid work,01,56,153714,0.5
LPY_02GR,Going to school,02,258,1160463,3.8
LPY_02GR,Caring for your children,03,205,473531,1.5
LPY_02GR,Household work,04,328,499188,1.6
LPY_02GR,Retired,05,5328,5448095,17.7
LPY_02GR,Long-term illness,06,728,802575,2.6
LPY_02GR,Other,07,877,983473,3.2
LPY_02GR,Valid skip,96,12461,21218066,69.0
LPY_02GR,Don't know,97,0,0,0
LPY_02GR,Refusal,98,0,0,0
LPY_02GR,Not stated,99,17,16079,0.1
REW_10,Y es,1,6979,7660318,24.9
REW_10,No,2,831,1898786,6.2
REW_10,Valid skip,6,12421,21166673,68.8
REW_10,Don't know,7,0,0,0
REW_10,Refusal,8,0,0,0
REW_10,Not stated,9,27,29408,0.1
CAR_110,Y es,1,3195,3006058,9.8
CAR_110,No,2,17028,27699148,90.1
CAR_110,Valid skip,6,0,0,0
CAR_110,Don't know,7,0,0,0
CAR_110,Refusal,8,0,0,0
CAR_110,Not stated,9,35,49978,0.2
CAR_115,Y es,1,355,263816,0.9
CAR_115,No,2,4507,4833324,15.7
CAR_115,Valid skip,6,15360,25602113,83.2
CAR_115,Don't know,7,0,0,0
CAR_115,Refusal,8,0,0,0
CAR_115,Not stated,9,36,55932,0.2
PRA_10GR,Arthritis,01,230,179140,0.6
PRA_10GR,Cardiovascular disease,02,214,150642,0.5
PRA_10GR,Back problems,03,158,161382,0.5
PRA_10GR,Cancer,04,134,139625,0.5
PRA_10GR,Mental illness,05,341,489297,1.6
PRA_10GR,Alzheimer's disease or dementia,06,39,49278,0.2
PRA_10GR,Injury resulting from an accident,07,170,168118,0.5
PRA_10GR,Aging or frailty,08,297,253794,0.8
PRA_10GR,Other,09,1952,1662497,5.4
PRA_10GR,Valid skip,96,16706,27481879,89.4
PRA_10GR,Don't know,97,0,0,0
PRA_10GR,Refusal,98,0,0,0
PRA_10GR,Not stated,99,17,19534,0.1
PRA_15,Mild,1,546,564774,1.8
PRA_15,Moderate,2,1359,1277124,4.2
PRA_15,Severe,3,1257,1104783,3.6
PRA_15,Valid skip,6,17066,27789074,90.4
PRA_15,Don't know,7,0,0,0
PRA_15,Refusal,8,0,0,0
PRA_15,Not stated,9,30,19429,0.1
ARE_10,Y es,1,2026,1865823,6.1
ARE_10,No,2,1503,1390699,4.5
ARE_10,Valid skip,6,16708,27485311,89.4
ARE_10,Don't know,7,0,0,0
ARE_10,Refusal,8,0,0,0
ARE_10,Not stated,9,21,13351,0.0
ARE_20,Y es,1,1746,1716135,5.6
ARE_20,No,2,1775,1536226,5.0
ARE_20,Valid skip,6,16708,27485311,89.4
ARE_20,Don't know,7,0,0,0
ARE_20,Refusal,8,0,0,0
ARE_20,Not stated,9,29,17512,0.1
ARE_30,Y es,1,1712,1627716,5.3
ARE_30,No,2,1816,1630639,5.3
ARE_30,Valid skip,6,16708,27485311,89.4
ARE_30,Don't know,7,0,0,0
ARE_30,Refusal,8,0,0,0
ARE_30,Not stated,9,22,11519,0.0
ARE_40,Y es,1,742,730836,2.4
ARE_40,No,2,2728,2477832,8.1
ARE_40,Valid skip,6,16707,27485278,89.4
ARE_40,Don't know,7,0,0,0
ARE_40,Refusal,8,0,0,0
ARE_40,Not stated,9,81,61239,0.2
ARE_50,Y es,1,1000,1042250,3.4
ARE_50,No,2,2510,2201961,7.2
ARE_50,Valid skip,6,16708,27485311,89.4
ARE_50,Don't know,7,0,0,0
ARE_50,Refusal,8,0,0,0
ARE_50,Not stated,9,40,25662,0.1
ARE_60,Y es,1,1035,1166243,3.8
ARE_60,No,2,2471,2075263,6.7
ARE_60,Valid skip,6,16708,27485311,89.4
ARE_60,Don't know,7,0,0,0
ARE_60,Refusal,8,0,0,0
ARE_60,Not stated,9,44,28368,0.1
ARE_70,Y es,1,930,1066041,3.5
ARE_70,No,2,2580,2182161,7.1
ARE_70,Valid skip,6,16708,27485311,89.4
ARE_70,Don't know,7,0,0,0
ARE_70,Refusal,8,0,0,0
ARE_70,Not stated,9,40,21672,0.1
ARE_80,Y es,1,245,280360,0.9
ARE_80,No,2,3301,2985692,9.7
ARE_80,Valid skip,6,16708,27485311,89.4
ARE_80,Don't know,7,0,0,0
ARE_80,Refusal,8,0,0,0
ARE_80,Not stated,9,4,3821,0.0
CARUNPAI,Y es,1,2790,2627824,8.5
CARUNPAI,No,2,17467,28126794,91.5
CARUNPAI,Valid skip,6,0,0,0
CARUNPAI,Don't know,7,0,0,0
CARUNPAI,Refusal,8,0,0,0
CARUNPAI,Not stated,9,1,567,0.0
CARPAID,Y es,1,2019,1810312,5.9
CARPAID,No,2,18229,28939652,94.1
CARPAID,Valid skip,6,0,0,0
CARPAID,Don't know,7,0,0,0
CARPAID,Refusal,8,0,0,0
CARPAID,Not stated,9,10,5220,0.0
CARBOTH,Both types of help,1,1622,1481981,4.8
CARBOTH,Unpaid help only,2,1168,1145843,3.7
CARBOTH,Paid help only,3,397,328331,1.1
CARBOTH,None,4,17071,27799030,90.4
CARBOTH,Valid skip,6,0,0,0
CARBOTH,Don't know,7,0,0,0
CARBOTH,Refusal,8,0,0,0
CARBOTH,Not stated,9,0,0,0
HAR_10C,No hours,00,161,145757,0.5
HAR_10C,Less than 10 horus,01,1456,1248558,4.1
HAR_10C,10 to 19 hours,02,431,436205,1.4
HAR_10C,20 to 29 hours,03,243,291717,0.9
HAR_10C,30 to 39 hours,04,85,95476,0.3
HAR_10C,40 hours or more,05,245,263479,0.9
HAR_10C,Valid skip,96,17468,28127361,91.5
HAR_10C,Don't know,97,0,0,0
HAR_10C,Refusal,98,0,0,0
HAR_10C,Not stated,99,169,146631,0.5
CRGVAGGR,19 years or younger,01,32,46718,0.2
CRGVAGGR,20 to 24 years,02,41,51125,0.2
CRGVAGGR,25 to 29 years,03,82,102377,0.3
CRGVAGGR,30 to 34 years,04,103,125506,0.4
CRGVAGGR,35 to 39 years,05,121,106228,0.3
CRGVAGGR,40 to 44 years,06,198,227255,0.7
CRGVAGGR,45 to 49 years,07,214,203160,0.7
CRGVAGGR,50 to 54 years,08,320,350204,1.1
CRGVAGGR,55 to 59 years,09,374,358725,1.2
CRGVAGGR,60 to 64 years,10,356,305998,1.0
CRGVAGGR,65 to 69 years,11,299,214060,0.7
CRGVAGGR,70 years and over,12,445,354597,1.2
CRGVAGGR,Valid skip,96,17608,28254393,91.9
CRGVAGGR,Don't know,97,0,0,0
CRGVAGGR,Refusal,98,0,0,0
CRGVAGGR,Not stated,99,65,54839,0.2
NPA_10C,None,00,63,48771,0.2
NPA_10C,1 caregiver,01,826,727766,2.4
NPA_10C,2,02,585,523675,1.7
NPA_10C,3,03,452,458813,1.5
NPA_10C,4,04,251,220151,0.7
NPA_10C,5,05,179,208771,0.7
NPA_10C,6,06,129,144874,0.5
NPA_10C,7,07,45,45362,0.1
NPA_10C,8 or more,08,182,171096,0.6
NPA_10C,Valid skip,96,17468,28127361,91.5
NPA_10C,Don't know,97,0,0,0
NPA_10C,Refusal,98,0,0,0
NPA_10C,Not stated,99,78,78546,0.3
RPA_10C,None,0,139,93507,0.3
RPA_10C,1 caregiver,1,307,255182,0.8
RPA_10C,2,2,651,579965,1.9
RPA_10C,3,3,388,456695,1.5
RPA_10C,4,4,170,177808,0.6
RPA_10C,5 or more,5,169,209869,0.7
RPA_10C,Valid skip,6,18434,28982159,94.2
RPA_10C,Don't know,7,0,0,0
RPA_10C,Refusal,8,0,0,0
RPA_10C,Not stated,9,0,0,0
RPA_20C,None,0,1360,1317671,4.3
RPA_20C,1 caregiver,1,237,231144,0.8
RPA_20C,2,2,127,113812,0.4
RPA_20C,3,3,44,55895,0.2
RPA_20C,4,4,22,24675,0.1
RPA_20C,5 or more,5,29,26294,0.1
RPA_20C,Valid skip,6,18434,28982159,94.2
RPA_20C,Don't know,7,0,0,0
RPA_20C,Refusal,8,0,0,0
RPA_20C,Not stated,9,5,3534,0.0
RPA_30C,None,0,1004,1097566,3.6
RPA_30C,1 caregiver,1,311,268623,0.9
RPA_30C,2,2,221,156287,0.5
RPA_30C,3,3,111,114466,0.4
RPA_30C,4,4,61,33380,0.1
RPA_30C,5 or more,5,112,99241,0.3
RPA_30C,Valid skip,6,18434,28982159,94.2
RPA_30C,Don't know,7,0,0,0
RPA_30C,Refusal,8,0,0,0
RPA_30C,Not stated,9,4,3463,0.0
TPA_10C,None,0,129,123726,0.4
TPA_10C,1 caregiver,1,560,576699,1.9
TPA_10C,2,2,538,480472,1.6
TPA_10C,3,3,282,303036,1.0
TPA_10C,4,4,136,153517,0.5
TPA_10C,5 or more,5,178,134649,0.4
TPA_10C,Valid skip,6,18434,28982159,94.2
TPA_10C,Don't know,7,0,0,0
TPA_10C,Refusal,8,0,0,0
TPA_10C,Not stated,9,1,926,0.0
TPA_15C,None,0,258,180580,0.6
TPA_15C,1 caregiver,1,700,688638,2.2
TPA_15C,2,2,478,489465,1.6
TPA_15C,3,3,201,219198,0.7
TPA_15C,4,4,79,87298,0.3
TPA_15C,5 or more,5,107,106922,0.3
TPA_15C,Valid skip,6,18434,28982159,94.2
TPA_15C,Don't know,7,0,0,0
TPA_15C,Refusal,8,0,0,0
TPA_15C,Not stated,9,1,926,0.0
TPA_20C,None,00,225,188333,0.6
TPA_20C,1 caregiver,01,425,406946,1.3
TPA_20C,2,02,485,487931,1.6
TPA_20C,3,03,285,279150,0.9
TPA_20C,4,04,164,162519,0.5
TPA_20C,5,05,75,83889,0.3
TPA_20C,6,06,66,59102,0.2
TPA_20C,7 or more,07,97,104789,0.3
TPA_20C,Valid skip,96,18434,28982159,94.2
TPA_20C,Don't know,97,0,0,0
TPA_20C,Refusal,98,0,0,0
TPA_20C,Not stated,99,2,368,0.0
TPA_30C,None,0,840,914759,3.0
TPA_30C,1 caregiver,1,474,468155,1.5
TPA_30C,2,2,287,222539,0.7
TPA_30C,3,3,86,64712,0.2
TPA_30C,4,4,57,44114,0.1
TPA_30C,5 or more,5,74,54568,0.2
TPA_30C,Valid skip,6,18434,28982159,94.2
TPA_30C,Don't know,7,0,0,0
TPA_30C,Refusal,8,0,0,0
TPA_30C,Not stated,9,6,4178,0.0
TPA_40C,None,0,1289,1170575,3.8
TPA_40C,1 caregiver,1,336,348050,1.1
TPA_40C,2 caregivers,2,124,138910,0.5
TPA_40C,3 or more,3,68,111104,0.4
TPA_40C,Valid skip,6,18434,28982159,94.2
TPA_40C,Don't know,7,0,0,0
TPA_40C,Refusal,8,0,0,0
TPA_40C,Not stated,9,7,4386,0.0
TPA_50C,None,0,1433,1261965,4.1
TPA_50C,1 caregiver,1,245,295276,1.0
TPA_50C,2 caregivers,2,75,91136,0.3
TPA_50C,3 or more,3,46,98282,0.3
TPA_50C,Valid skip,6,18434,28982159,94.2
TPA_50C,Don't know,7,0,0,0
TPA_50C,Refusal,8,0,0,0
TPA_50C,Not stated,9,25,26366,0.1
APA_10C,None,0,1621,1517034,4.9
APA_10C,1 caregiver,1,120,139345,0.5
APA_10C,2,2,44,46417,0.2
APA_10C,3,3,21,56971,0.2
APA_10C,4 or more,4,12,9127,0.0
APA_10C,Valid skip,6,18434,28982159,94.2
APA_10C,Don't know,7,0,0,0
APA_10C,Refusal,8,0,0,0
APA_10C,Not stated,9,6,4131,0.0
APA_20C,None,0,785,630200,2.0
APA_20C,1 caregiver,1,461,491126,1.6
APA_20C,2,2,302,336937,1.1
APA_20C,3,3,127,151734,0.5
APA_20C,4,4,59,58579,0.2
APA_20C,5 or more,5,85,101276,0.3
APA_20C,Valid skip,6,18434,28982159,94.2
APA_20C,Don't know,7,0,0,0
APA_20C,Refusal,8,0,0,0
APA_20C,Not stated,9,5,3173,0.0
APA_30C,None,0,396,400894,1.3
APA_30C,1 caregiver,1,524,488742,1.6
APA_30C,2,2,465,510665,1.7
APA_30C,3,3,205,174007,0.6
APA_30C,4,4,103,96184,0.3
APA_30C,5 or more,5,124,97835,0.3
APA_30C,Valid skip,6,18434,28982159,94.2
APA_30C,Don't know,7,0,0,0
APA_30C,Refusal,8,0,0,0
APA_30C,Not stated,9,7,4699,0.0
APA_40C,None,0,1076,1129281,3.7
APA_40C,1 caregiver,1,415,375151,1.2
APA_40C,2,2,201,176167,0.6
APA_40C,3,3,52,40740,0.1
APA_40C,4,4,31,24483,0.1
APA_40C,5 or more,5,42,22865,0.1
APA_40C,Valid skip,6,18434,28982159,94.2
APA_40C,Don't know,7,0,0,0
APA_40C,Refusal,8,0,0,0
APA_40C,Not stated,9,7,4338,0.0
APA_50C,None,0,1676,1645035,5.3
APA_50C,One caregiver,1,116,95414,0.3
APA_50C,2 or more,2,23,20801,0.1
APA_50C,Valid skip,6,18434,28982159,94.2
APA_50C,Don't know,7,0,0,0
APA_50C,Refusal,8,0,0,0
APA_50C,Not stated,9,9,11776,0.0
RES_10,Y es,1,2165,2109600,6.9
RES_10,No,2,1367,1138299,3.7
RES_10,Valid skip,6,16708,27485311,89.4
RES_10,Don't know,7,0,0,0
RES_10,Refusal,8,0,0,0
RES_10,Not stated,9,18,21974,0.1
PAA_05,Y es,1,2134,1929381,6.3
PAA_05,No,2,1406,1335272,4.3
PAA_05,Valid skip,6,16708,27485311,89.4
PAA_05,Don't know,7,0,0,0
PAA_05,Refusal,8,0,0,0
PAA_05,Not stated,9,10,5220,0.0
PAA_10,Y es,1,453,376223,1.2
PAA_10,No,2,1672,1546121,5.0
PAA_10,Valid skip,6,18124,28825804,93.7
PAA_10,Don't know,7,0,0,0
PAA_10,Refusal,8,0,0,0
PAA_10,Not stated,9,9,7037,0.0
PAA_20,Y es,1,679,490497,1.6
PAA_20,No,2,1445,1431865,4.7
PAA_20,Valid skip,6,18124,28825804,93.7
PAA_20,Don't know,7,0,0,0
PAA_20,Refusal,8,0,0,0
PAA_20,Not stated,9,10,7019,0.0
PAA_30,Y es,1,606,470249,1.5
PAA_30,No,2,1521,1454499,4.7
PAA_30,Valid skip,6,18124,28825804,93.7
PAA_30,Don't know,7,0,0,0
PAA_30,Refusal,8,0,0,0
PAA_30,Not stated,9,7,4633,0.0
PAA_40,Y es,1,419,318906,1.0
PAA_40,No,2,1599,1524508,5.0
PAA_40,Valid skip,6,18122,28824804,93.7
PAA_40,Don't know,7,0,0,0
PAA_40,Refusal,8,0,0,0
PAA_40,Not stated,9,118,86966,0.3
PAA_50,Y es,1,1142,1041205,3.4
PAA_50,No,2,984,882048,2.9
PAA_50,Valid skip,6,18124,28825804,93.7
PAA_50,Don't know,7,0,0,0
PAA_50,Refusal,8,0,0,0
PAA_50,Not stated,9,8,6127,0.0
PAA_60,Y es,1,311,311071,1.0
PAA_60,No,2,1813,1610860,5.2
PAA_60,Valid skip,6,18124,28825804,93.7
PAA_60,Don't know,7,0,0,0
PAA_60,Refusal,8,0,0,0
PAA_60,Not stated,9,10,7449,0.0
PAA_70,Y es,1,158,150991,0.5
PAA_70,No,2,1964,1770168,5.8
PAA_70,Valid skip,6,18124,28825804,93.7
PAA_70,Don't know,7,0,0,0
PAA_70,Refusal,8,0,0,0
PAA_70,Not stated,9,12,8222,0.0
PAA_80,Y es,1,817,831923,2.7
PAA_80,No,2,1307,1090201,3.5
PAA_80,Valid skip,6,18124,28825804,93.7
PAA_80,Don't know,7,0,0,0
PAA_80,Refusal,8,0,0,0
PAA_80,Not stated,9,10,7257,0.0
PAA_90,Y es,1,401,344748,1.1
PAA_90,No,2,1732,1584153,5.2
PAA_90,Valid skip,6,18124,28825804,93.7
PAA_90,Don't know,7,0,0,0
PAA_90,Refusal,8,0,0,0
PAA_90,Not stated,9,1,480,0.0
CNR_10,Y es,1,2941,2700767,8.8
CNR_10,No,2,591,552563,1.8
CNR_10,Valid skip,6,16708,27485311,89.4
CNR_10,Don't know,7,0,0,0
CNR_10,Refusal,8,0,0,0
CNR_10,Not stated,9,18,16543,0.1
DVCNR20,too expensive),01,96,101569,0.3
DVCNR20,Did not ask for more help,02,34,34696,0.1
DVCNR20,help),03,41,44062,0.1
DVCNR20,Professional help not available,04,72,54256,0.2
DVCNR20,tasks),05,53,35746,0.1
DVCNR20,system/eligibility to pr...,06,114,104547,0.3
DVCNR20,Other reasons,07,165,167283,0.5
DVCNR20,Valid skip,96,19667,30202621,98.2
DVCNR20,Don't know,97,0,0,0
DVCNR20,Refusal,98,0,0,0
DVCNR20,Not stated,99,16,10404,0.0
PHP_10,Y es,1,250,247027,0.8
PHP_10,No,2,894,881604,2.9
PHP_10,Valid skip,6,19090,29609342,96.3
PHP_10,Don't know,7,0,0,0
PHP_10,Refusal,8,0,0,0
PHP_10,Not stated,9,24,17211,0.1
PHF_10,Y es,1,61,54483,0.2
PHF_10,No,2,327,266513,0.9
PHF_10,Valid skip,6,19861,30426854,98.9
PHF_10,Don't know,7,0,0,0
PHF_10,Refusal,8,0,0,0
PHF_10,Not stated,9,9,7335,0.0
BFP_10,Y es,1,1348,1192229,3.9
BFP_10,No,2,256,265530,0.9
BFP_10,Valid skip,6,18636,29273203,95.2
BFP_10,Don't know,7,0,0,0
BFP_10,Refusal,8,0,0,0
BFP_10,Not stated,9,18,24222,0.1
BFP_20,More professional help,1,209,228293,0.7
BFP_20,More family and friend help,2,46,36832,0.1
BFP_20,Valid skip,6,20002,30489654,99.1
BFP_20,Don't know,7,0,0,0
BFP_20,Refusal,8,0,0,0
BFP_20,Not stated,9,1,405,0.0
NFA_10,Y es,1,552,482261,1.6
NFA_10,No,2,16101,26937513,87.6
NFA_10,Valid skip,6,3550,3269874,10.6
NFA_10,Don't know,7,0,0,0
NFA_10,Refusal,8,0,0,0
NFA_10,Not stated,9,55,65537,0.2
NFA_30,Y es,1,289,263473,0.9
NFA_30,No,2,259,216196,0.7
NFA_30,Valid skip,6,19706,30272923,98.4
NFA_30,Don't know,7,0,0,0
NFA_30,Refusal,8,0,0,0
NFA_30,Not stated,9,4,2592,0.0
NFA_50,Y es,1,13497,22439159,73.0
NFA_50,No,2,2059,3672431,11.9
NFA_50,Valid skip,6,4102,3752135,12.2
NFA_50,Don't know,7,0,0,0
NFA_50,Refusal,8,0,0,0
NFA_50,Not stated,9,600,891459,2.9
NFA_60,Y es,1,132,116444,0.4
NFA_60,No,2,110,87098,0.3
NFA_60,Valid skip,6,19999,30538989,99.3
